issns	missing _issn	Q				
2072-1978,2152-8586	2072-1978	15814253
2499-9865,2072-6732	2499-9865	50808413
2091-0320,2072-6805	2091-0320	6994480
2074-1812,2074-1804	2074-1812	26842886
2307-2202,2074-6857	2307-2202	7256402
2311-9446,2075-3470	2311-9446	4231598
2414-4169,2077-1517	2414-4169	21043708
2078-6344,2078-6336	2078-6344	27724005
2219-679X,2078-6891	2219-679X	26842467
2392-1633,2080-1807	2392-1633	16611117
2300-2581,2080-6736	2080-6736	15817257
2300-5661,2080-7279	2080-7279	50816723
2300-8490,2080-7686	2300-8490	50808457
2082-1344,2080-8208	2080-8208	50815360
2081-3287,2081-0768	2081-3287	9287678
2300-5378,2081-1284	2081-1284	50816725
2450-2936,2081-1330	2450-2936	28675206
2081-9943,2081-9919	2081-9919	50639633
2083-134X,2083-1331	2083-1331	50815357
2391-6559,2083-8018	2391-6559	7732977
2300-858X,2084-3356	2300-858X	11766973
2391-7911,2084-3550	2391-7911	9159199
2084-3860,1895-975X	2084-3860	17619384
2084-4069,0083-4351	2084-4069	17619382
2451-070X,2084-8404	2451-070X	26842337
2300-6676,2084-980X	2084-980X	50816633
2460-0288,2085-1669	2460-0288	27727335
2502-6224,2085-4277	2502-6224	50810442
2087-5886,2085-6830	2087-5886	50810432
2442-4218,2086-2334	2442-4218	50810510
2087-2100,2086-9614	2087-2100	50810486
2527-4376,2087-5517	2527-4376	50810567
2407-0610,2087-8885	2407-0610	50810562
2477-1775,2087-9946	2477-1775	50810560
2541-6715,2088-2831	2541-6715	50810553
2476-9401,2088-2866	2088-2866	50817791
2580-0698,2088-4443	2580-0698	50810543
2502-6321,2088-7523	2502-6321	50810530
2549-5925,2089-5631	2089-5631	50814235
2503-3638,2089-9084	2503-3638	50810601
2090-0015,2090-0007	2090-0015	26842064
2090-0031,2090-0023	2090-0031	26842368
2090-0058,2090-004X	2090-0058	26842872
2090-0171,2090-0163	2090-0171	26842033
2090-021X,2090-0201	2090-021X	26853953
2090-0597,2090-8016	2090-0597	26853980
2090-0716,2090-0708	2090-0716	26842383
2090-0732,2090-0724	2090-0732	26841852
2090-1259,2090-1240	2090-1259	26854014
2090-1275,2090-1267	2090-1275	26842521
2090-1291,2090-1283	2090-1291	26842087
2090-1313,2090-1305	2090-1313	26842063
2090-133X,2090-1321	2090-133X	26842663
2090-1356,2090-1348	2090-1356	26842003
2090-1372,2090-1364	2090-1372	26842186
2090-1410,2090-1402	2090-1410	26842828
2090-1437,2090-1429	2090-1437	24040415
2090-1453,2090-1445	2090-1453	26841955
2090-147X,2090-1461	2090-147X	26853892
2090-1496,2090-1488	2090-1496	26842403
2090-1550,2090-1542	2090-1550	26842332
2090-1747,2090-1739	2090-1747	26841830
2090-1844,2090-1836	2090-1844	26842234
2090-1860,2090-1852	2090-1860	26842013
2090-1933,2090-1925	2090-1933	26841817
2090-195X,2090-1941	2090-195X	26853951
2090-1992,2090-1984	2090-1992	26853914
2090-2050,2090-2042	2090-2050	26841849
2090-2077,2090-2069	2090-2077	26842202
2090-2093,2090-2085	2090-2093	26842439
2090-2115,2090-2107	2090-2115	26842356
2090-2174,2090-2166	2090-2174	26842889
2090-2190,2090-2182	2090-2190	26841791
2090-2212,2090-2204	2090-2212	26841941
2090-2239,2090-2220	2090-2239	7315110
2090-2255,2090-2247	2090-2255	26841801
2090-2662,2090-2654	2090-2662	26853855
2090-2735,2090-2727	2090-2735	26842466
2090-2751,2090-2743	2090-2751	26842436
2090-2832,2090-2824	2090-2832	26842151
2090-2859,2090-2840	2090-2859	26841835
2090-2875,2090-2867	2090-2875	26853791
2090-2913,2090-2905	2090-2913	26842488
2090-2980,2090-2972	2090-2980	23978761
2090-3006,2090-2999	2090-3006	26842195
2090-3022,2090-3014	2090-3022	26853975
2090-3049,2090-3030	2090-3049	26842585
2090-3065,2090-3057	2090-3065	26842754
2090-312X,2090-3111	2090-312X	26842072
2090-3146,2090-3138	2090-3146	26842472
2090-3162,2090-3154	2090-3162	26842364
2090-3227,2090-3219	2090-3227	26842105
2090-3367,2090-3359	2090-3367	15761091
2090-3456,2090-3448	2090-3456	26853849
2090-3472,2090-3464	2090-3472	26842877
2090-3499,2090-3480	2090-3499	26853982
2090-3553,2090-3545	2090-3553	26842475
2090-438X,2090-4371	2090-438X	26842887
2090-4401,2090-4398	2090-4401	26841846
2090-4428,2090-441X	2090-4428	26841937
2090-4444,2090-4436	2090-4444	26842255
2090-4606,2090-4592	2090-4606	26842610
2090-4649,2090-4630	2090-4649	26842873
2090-4703,2090-469X	2090-4703	26841887
2090-5173,2090-5165	2090-5173	26842344
2090-5513,2090-5505	2090-5513	26841807
2090-553X,2090-5521	2090-553X	26842473
2090-5599,2090-5580	2090-5599	26842846
2090-567X,2090-5661	2090-567X	26842194
2090-5696,2090-5688	2090-5696	26867028
2090-5750,2090-5742	2090-5750	27020355
2090-5793,2090-5785	2090-5793	26853859
2090-617X,2090-6161	2090-617X	26867025
2090-6196,2090-6188	2090-6196	26853985
2090-6412,2090-6404	2090-6412	26842458
2090-6439,2090-6420	2090-6439	26842132
2090-6471,2090-6463	2090-6471	26842023
2090-6552,2090-6544	2090-6552	26842219
2090-6617,2090-6609	2090-6617	26841905
2090-6633,2090-6625	2090-6633	26841824
2090-6676,2090-6668	2090-6676	26841952
2090-6692,2090-6684	2090-6692	26842797
2090-6714,2090-6706	2090-6714	26842352
2090-6757,2090-6749	2090-6757	26841981
2090-6773,2090-6765	2090-6773	26853903
2090-679X,2090-6781	2090-679X	26842562
2090-6838,2090-682X	2090-6838	26842170
2090-6870,2090-6862	2090-6870	26853841
2090-6919,2090-6900	2090-6919	26842008
2090-6951,2090-6943	2090-6951	26842133
2090-6978,2090-696X	2090-6978	26842641
2090-6994,2090-6986	2090-6994	26842880
2090-7818,2090-9918	2090-7818	26853890
2090-7850,2090-7834	2090-7850	26842201
2090-7958,2090-7893	2090-7958	26853811
2090-8601,2090-858X	2090-8601	26854000
2090-8873,2090-8865	2090-8873	22911491
2090-9195,2090-9187	2090-9195	26842830
2091-0673,2091-0657	2091-0673	50810665
2091-0908,2091-0797	2091-0797	50815465
2092-7363,2092-7355	2092-7363	13429052
2093-3797,2092-9862	2093-3797	26853908
2093-0887,2093-0879	2093-0887	26854010
2093-2286,2093-2278	2093-2286	26841831
2325-4483,2093-2685	2325-4483	15816875
2093-3673,2093-3665	2093-3673	26853804
2093-369X,2093-3681	2093-369X	26853821
2093-6931,2093-4777	2093-6931	26842093
2093-5641,2093-582X	2093-5641	26853794
2093-7997,2093-7911	2093-7997	26839555
2095-0225,2095-0217	2095-0225	26867043
2095-1698,2095-1701	2095-1698	24911876
2196-5633,2095-4638	2095-4638	50816067
2095-6231,2095-4700	2095-6231	26842189
2095-9230,2095-9184	2095-9230	19682812
2096-0662,2096-0433	2096-0433	50815461
2102-6025,2101-6739	2102-6025	3428679
2107-6847,2107-6839	2107-6839	50815454
2272-9054,2110-6657	2110-6657	47010057
2273-0893,2115-6360	2273-0893	2933134
2146-698X,2146-1880	2146-1880	50815562
2146-3131,2146-3123	2146-3131	26842460
2564-8020,2147-0901	2564-8020	50810714
2564-8039,2147-351X	2564-8039	50810711
2587-2478,2147-9445	2587-2478	50638390
2458-8849,2149-5254	2149-5254	50817713
2150-0134,2150-1335	2150-0134	5038307
2150-136X,2150-1351	2150-136X	8035877
2151-0040,2151-0032	2151-0040	2798649
2151-3228,2151-321X	2151-3228	2781774
2151-4593,2151-4585	2151-4593	5550832
2152-4998,2152-4971	2152-4998	26842308
2152-7261,2152-7245	2152-7261	20653772
2153-2176,2153-2168	2153-2176	25303226
2154-1272,2154-1264	2154-1272	25203627
2154-1299,2154-1280	2154-1299	26854029
2154-1671,2154-1663	2154-1671	26842134
2154-3348,2194-6035	2194-6035	38311613
2156-3446,2156-342X	2156-3446	15716261
2156-535X,2156-5333	2156-535X	26842491
2156-5368,2156-5783	2156-5368	26841950
2156-5376,2161-8313	2156-5376	20821073
2156-5562,2156-5554	2156-5562	26842428
2156-7581,2156-7573	2156-7581	27908786
2156-8731,2156-8693	2156-8731	24909875
2157-1716,2157-1724	2157-1716	26842881
2157-7005,2157-6998	2157-7005	26842049
2157-7331,2157-7323	2157-7331	24031541
2163-7105,2158-5520	2163-7105	21386195
2158-8708,2159-242X	2159-242X	12809378
2159-0338,2159-032X	2159-0338	15817512
2159-2535,2159-2527	2159-2535	26842371
2159-256X,2159-2543	2159-256X	26842089
2159-2799,2159-2780	2159-2799	26842262
2159-3345,2159-3337	2159-3345	19297428
2159-6778,2159-676X	2159-6778	15816388
2159-6867,2159-6859	2159-6867	26842701
2159-7081,2159-7073	2159-7081	26842056
2159-8290,2159-8274	2159-8290	15724440
2159-9173,2159-9165	2159-9173	29259847
2160-0481,2160-0473	2160-0481	26839798
2161-2188,2161-2196	2161-2188	29043794
2161-7589,2161-7570	2161-7589	21386200
2161-962X,2194-9263	2161-962X	23973412
2162-1934,2162-1918	2162-1934	26842854
2162-2388,2162-237X	2162-2388	24534502
2162-3252,2162-3244	2162-3252	47495959
2162-3996,2162-3988	2162-3996	26842429
2162-402X,2162-4011	2162-402X	18026500
2162-4054,2162-4046	2162-4054	26853780
2162-5379,2162-5360	2162-5379	24040423
2162-6006,2162-5999	2162-6006	24040422
2162-8734,2162-8726	2162-8734	18391817
2162-8750,2162-8742	2162-8750	18388912
2162-8777,2162-8769	2162-8777	18388909
2163-0933,2163-0402	2163-0933	26853885
2164-554X,2164-5515	2164-554X	21072749
2375-8627,2164-6821	2375-8627	27723918
2164-9561,2164-957X	2164-9561	26842268
2165-0969,2165-0799	2165-0969	24056197
2165-5987,2165-5979	2165-5987	26842570
2165-8013,2165-8005	2165-8013	21386206
2165-8110,2165-8102	2165-8110	26853826
2165-9087,2165-9079	2165-9079	27724602
2166-5052,2166-5044	2166-5052	23930062
2167-4787,2167-4779	2167-4779	50815676
2167-5511,2167-549X	2167-549X	27725042
2167-647X,2167-6461	2167-647X	26842122
2167-6984,2167-6968	2167-6984	26853909
2167-7034,2167-7026	2167-7034	24909029
2167-9223,2167-8421	2167-9223	23928840
2168-2208,2168-2194	2168-2208	24031535
2168-4804,2168-4790	2168-4804	5308855
2168-6173,2168-6165	2168-6173	4787301
2168-619X,2168-6181	2168-619X	4787304
2168-6238,2168-622X	2168-6238	635830
2168-8605,8756-8705	2168-8605	15746476
2173-1926,2173-0164	2173-1926	15816913
2318-1338,2176-2171	2176-2171	50816798
2186-165X,2185-6486	2186-165X	26853971
2186-361X,2186-3644	2186-361X	26841793
2186-5116,2187-137X	2186-5116	26842140
2189-7948,2189-6577	2189-6577	50815780
2190-9164,2195-5840	2190-9164	27020347
2191-3420,2191-3412	2191-3420	186661
2192-5690,2192-5682	2192-5690	26854005
2193-634X,2193-6331	2193-634X	26867039
2193-6382,2193-8229	2193-6382	26842457
2193-651X,2193-8237	2193-651X	26842276
2193-6528,2193-8245	2193-6528	26842188
2193-6544,2193-8261	2193-6544	26842092
2193-7206,2193-7192	2193-7206	21386253
2194-7961,2194-7953	2194-7961	26842066
2194-9387,2194-9379	2194-9387	26867033
2196-5420,2196-5625	2196-5625	50816068
2196-9663,2196-9655	2196-9655	50816060
2198-1639,2198-1620	2198-1639	1709816
2199-4471,2199-4463	2199-4471	20164753
2199-6784,2199-6776	2199-6776	27727265
2201-7275,2205-0507	2205-0507	50816147
2203-2908,2202-7912	2202-7912	50816139
2210-4380,2210-4372	2210-4380	22080965
2210-7711,2210-7703	2210-7711	26841979
2212-277X,2212-2761	2212-277X	26853922
2214-594X,2214-8590	2214-8590	50816208
2462-8603,2216-0159	2462-8603	50810881
2466-488X,2217-7744	2217-7744	50817717
2406-0364,2217-995X	2406-0364	50810867
2226-4477,2218-6751	2226-4477	26842616
2219-7117,2219-7125	2219-7125	6185186
2408-9370,2220-1319	2220-1319	49226918
2413-0583,2220-3478	2220-3478	50817491
2227-4898,2222-3959	2227-4898	26841911
2223-3660,2223-3652	2223-3660	26842243
2223-4306,2223-4292	2223-4306	26841874
2223-4691,2223-4683	2223-4683	27724139
2224-4344,2224-4336	2224-4336	27727078
2224-5839,2224-5820	2224-5839	26842299
2304-1021,2225-319X	2304-1021	26841948
2523-6253,2225-5648	2523-6253	50810926
2500-1558,2227-2925	2500-1558	50811009
2304-9685,2227-7242	2304-9685	50811005
2228-0596,2228-0588	2228-0588	50816264
2228-5660,2228-5652	2228-5660	26842220
2228-7531,2228-7523	2228-7531	26842311
2230-7605,2321-3272	2321-3272	27725740
2249-5312,2230-8075	2249-5312	24914818
2289-6023,2232-1314	2289-6023	50810987
2234-8972,2233-5951	2233-5951	50816252
2233-6087,2233-6079	2233-6087	26842420
2233-6257,2233-6249	2233-6257	26842688
2384-2121,2233-6710	2384-2121	27725767
2233-6842,2233-6834	2233-6842	26853788
2233-8241,2233-8233	2233-8241	26842125
2233-8268,2233-8276	2233-8268	26853895
2234-0653,2234-0645	2234-0653	26853891
2234-2451,2234-0726	2234-2451	26841974
2234-3156,2234-1900	2234-3156	26853973
2234-2443,2234-2400	2234-2443	26842801
2234-3318,2234-8565	2234-3318	27724485
2234-3814,2234-3806	2234-3814	26853883
2234-6171,2234-6163	2234-6171	26842381
2234-7666,2234-7658	2234-7666	26842847
2288-1557,2234-8549	2288-1557	26842844
2234-8840,2234-8646	2234-8840	26842536
2288-2243,2234-8999	2288-2243	26842489
2235-0802,2235-0640	2235-0802	26853784
2235-8668,2235-8676	2235-8668	26842551
2238-0019,2237-6089	2238-0019	26853787
2239-981X,2279-9028	2239-981X	26841873
2246-2945,2245-599X	2245-599X	50398742
2322-9152,2248-7212	2322-9152	6151596
2250-5504,2250-5490	2250-5490	50816372
2251-7014,2251-7006	2251-7014	26842764
2251-7472,2251-7464	2251-7472	26842476
2251-8819,2251-8363	2251-8819	26842382
2251-872X,2251-8711	2251-872X	26841940
2251-9599,2251-953X	2251-9599	26842192
2251-9580,2251-9572	2251-9580	26842204
2252-8490,1693-1661	1693-1661	50811127
2255-8705,2255-6923	2255-6923	50816444
2255-9094,2255-9086	2255-9086	50816441
2255-9159,2255-9140	2255-9140	50816439
2255-9671,2255-9604	2255-9604	50816438
2273-1350,2257-6517	2273-1350	47009319
2260-5584,2259-2490	2260-5584	47009835
2272-8481,2260-2895	2272-8481	47010298
2262-5372,2262-5321	2262-5372	47010224
2271-734X,2269-7195	2269-7195	47009664
2321-029X,2277-9752	2321-029X	24911193
2321-0303,2277-9779	2321-0303	24911140
2321-0273,2277-9787	2321-0273	24911415
2394-9937,2278-5337	2394-9937	24908243
2321-0311,2278-6821	2321-0311	24911770
2281-7565,2281-5872	2281-7565	26853948
2283-5733,2284-2403	2284-2403	50816492
2286-0290,2285-6382	2286-0290	15716320
2287-1292,2287-1012	2287-1292	26842407
2287-285X,2287-2728	2287-285X	26853927
2287-3279,2287-3260	2287-3279	26842264
2287-366X,2287-3651	2287-366X	26842097
2287-3740,2287-3732	2287-3740	26841806
2287-4690,2287-4208	2287-4690	26842265
2287-7029,2287-6375	2287-7029	26853865
2287-6405,2287-6391	2287-6405	26842501
2288-7474,2287-7835	2287-7835	50811301
2287-8580,2287-8572	2287-8580	26853987
2287-903X,2287-8882	2287-903X	26842773
2287-9722,2287-9714	2287-9722	26842496
2288-0011,2287-979X	2288-0011	26842305
2288-1778,2288-176X	2288-1778	26841906
2288-3657,2288-3649	2288-3657	26841879
2288-5943,2288-5919	2288-5943	26841883
2288-6796,2288-6575	2288-6796	26842380
2291-9376,2291-9368	2291-9368	27727142
2296-3766,2296-3774	2296-3766	26853843
2296-5262,2296-5270	2296-5262	26842274
2296-7362,2296-7389	2296-7389	27727094
2297-7163,2297-7155	2297-7163	50811251
2297-721X,2297-7171	2297-721X	50811251
2353-0588,2299-9965	2353-0588	24525475
2353-8953,2300-4681	2353-8953	17619363
2301-1254,2393-6231	2301-1254	20013100
2549-936X,2301-4970	2549-936X	50811228
2541-0733,2302-4690	2541-0733	50811268
2303-1018,2302-514X	2302-514X	50811353
2460-190X,2302-5190	2460-190X	50811267
2502-3101,2302-528X	2502-3101	50811265
2579-4809,2302-6073	2579-4809	50811261
2502-1648,2302-6383	2502-1648	50811259
2503-2356,2303-1816	2503-2356	50811349
2541-7207,2303-288X	2541-7207	50811343
2303-3703,2303-3711	2303-3711	50811337
2304-389X,2304-3881	2304-389X	26842328
2304-7887,2307-5163	2304-7887	50811403
2305-3925,2410-4477	2410-4477	27725436
2305-5847,2305-5839	2305-5847	26842362
2409-5966,2305-9001	2409-5966	50811321
2306-9317,2306-9325	2306-9325	27724660
2542-0933,2311-2905	2542-0933	50811361
2415-7325,2312-4547	2415-7325	50811442
2313-3724,2313-626X	2313-626X	50816782
2314-4157,2314-4149	2314-4157	21386356
2314-4270,2314-4262	2314-4270	26842419
2314-4335,2314-4327	2314-4335	26841842
2314-4378,2314-436X	2314-4378	26842357
2314-6044,2356-7678	2356-7678	50816757
2314-6052,2356-7724	2356-7724	50816756
2314-6141,2314-6133	2314-6141	17509958
2314-615X,2356-735X	2314-615X	24039150
2314-6753,2314-6745	2314-6753	26841822
2314-713X,2356-7457	2314-713X	15758869
2314-7156,2314-8861	2314-7156	26841936
2446-6190,2316-7122	2316-7122	50817594
2318-9428,2358-8470	2358-8470	50816891
2321-0729,2319-510X	2321-0729	22080303
2319-7706,2319-7692	2319-7692	21386358
2319-8753,2347-6710	2347-6710	27727631
2320-0928,2320-0898	2320-0898	50572458
2320-7078,2349-6800	2320-7078	18712372
2321-8398,2321-0222	2321-8398	24911632
2321-7472,2321-0230	2321-7472	22080649
2348-2451,2322-0058	2348-2451	22079796
2349-5790,2322-0937	2349-5790	23023547
2322-1674,2322-1488	2322-1674	26853925
2322-4797,2322-553X	2322-553X	50816874
2325-4017,2325-4009	2325-4009	50816864
2325-5889,2325-5897	2325-5889	46001201
2325-9582,2325-9574	2325-9582	26841856
2326-2133,2326-2125	2326-2125	27726531
2326-4594,2326-4098	2326-4098	50816859
2326-4519,2326-4500	2326-4519	18922612
2326-5108,2326-5094	2326-5108	26842464
2326-6074,2326-6066	2326-6074	26841983
2327-0578,2327-056X	2327-0578	19962702
2328-9260,2328-9252	2328-9260	23956376
2329-0390,2329-0382	2329-0390	18922603
2330-2933,2330-2925	2330-2933	19865079
2330-3891,2330-3883	2330-3883	27726536
2330-7757,2330-7749	2330-7757	27725444
2330-7803,2330-779X	2330-779X	27726542
2332-8959,2332-8940	2332-8959	26854026
2336-0313,2550-4983	2550-4983	50816959
2336-2960,2336-2952	2336-2952	50816954
2580-6815,2337-9782	2580-6815	50811722
2502-3535,2338-249X	2502-3535	50811700
2460-9927,2338-4743	2460-9927	50811695
2461-0259,2339-0662	2339-0662	50817729
2357-3716,2339-3270	2339-3270	50572313
2345-7740,2339-5478	2345-7740	27725455
2387-1954,2341-4545	2387-1954	50817053
2383-4315,2345-296X	2345-296X	50817302
2347-212X,2455-7005	2455-7005	27726702
2347-3517,2347-3584	2347-3517	26842366
2348-5779,2347-6311	2348-5779	24911007
2349-0039,2347-7970	2349-0039	23023272
2349-0055,2347-7989	2349-0055	24911216
2349-7718,2348-4489	2349-7718	24911218
2349-6991,2455-0396	2455-0396	27727197
2353-1991,2083-7658	2353-1991	17619371
2543-5973,2353-7272	2543-5973	28673246
2353-737X,0011-4561	2353-737X	11692036
2353-7760,2353-7752	2353-7760	27710889
2527-6565,2354-8568	2354-8568	50761539
2477-5320,2355-0341	2477-5320	50811873
2460-7916,2356-1807	2356-1807	50817697
2460-075X,2356-5314	2460-075X	50811943
2364-0022,2364-0014	2364-0022	23785462
2364-1541,2364-1185	2364-1185	50817140
2366-0074,2366-0066	2366-0066	50817183
2367-699X,2367-7414	2367-7414	50817238
2372-3556,2372-3548	2372-3548	27725948
2373-2873,2373-2865	2373-2865	27726567
2378-5136,2378-5128	2378-5128	50817250
2379-139X,2379-1381	2379-139X	27726957
2424-810X,2382-6533	2424-810X	27726825
2423-4818,2383-4307	2383-4307	50817535
2393-137X,2501-3386	2501-3386	50817383
2394-9872,2393-8617	2394-9872	24908211
2394-9945,2393-9575	2394-9945	24908277
2454-213X,2394-9643	2454-213X	24907871
2461-131X,2406-8586	2461-131X	50812124
2477-4820,2406-9205	2477-4820	50812121
2477-1961,2406-9213	2477-1961	50812119
2460-7177,2407-0963	2407-0963	50817699
2460-0040,2407-7658	2460-0040	50812227
2527-9238,2407-814X	2527-9238	50812224
2413-0516,2415-1629	2415-1629	50817492
2423-4494,2423-4486	2423-4486	50817539
2423-6829,2423-6497	2423-6829	50812289
2460-6316,2442-8485	2460-6316	50812260
2449-6162,2449-6170	2449-6162	11788760
2476-8812,2460-3465	2476-8812	50812334
2468-4368,2468-1954	2468-1954	50817738
2468-4929,2468-1989	2468-1989	50817737
2468-4376,2468-2071	2468-2071	50807239
2468-4910,2468-2837	2468-2837	50807247
2469-4460,2469-4452	2469-4460	15753179
2469-4800,2469-469X	2469-469X	50817763
2475-0581,2475-0573	2475-0573	50817798
2476-4728,2476-471X	2476-471X	50817795
2503-457X,2527-3868	2527-3868	50817866
2510-5027,2510-5019	2510-5019	50807110
2527-8045,2528-1410	2528-1410	50761545
2549-8525,2597-7792	2597-7792	50562160
2500-6436,0121-2494	2500-6436	50426489
2407-392X,2541-0857	2541-0857	50817438
2302-2906,2085-4773	2085-4773	50811276
2503-3417,2548-4311	2548-4311	50817826
2259-2385,0001-4192	2259-2385	27709819
2447-6803,0102-0269	2447-6803	15762700
2386-3021,0210-8380	2386-3021	27719115
2387-1377,0213-2486	2387-1377	21547254
1848-9087,0351-9767	1848-9087	15762838
2464-7055,0567-8293	2464-7055	15746384
2533-7637,0862-6901	2533-7637	2006453
2541-4496,1411-5190	2541-4496	50515777
2346-8904,1668-1584	1668-1584	50817016
1694-2116,1694-2493	1694-2493	50769665
2549-5615,1829-5045	2549-5615	50552725
2473-6376,1934-5755	2473-6376	50806619
2008-6814,2008-6520	2008-6814	24091438
2014-5039,2462-6384	2462-6384	50808248
2502-7115,2086-1575	2502-7115	50810513
2549-5623,2087-085X	2549-5623	50810482
2476-9061,2087-1236	2476-9061	50810478
2548-7604,2252-6781	2548-7604	50811146
2387-0346,2341-0531	2387-0346	27925697
2457-7022,0019-5561	2457-7022	15754141
2413-2470,1022-5390	2413-2470	17631504
2477-8443,2477-5967	2477-5967	50817817
1539-6290,1050-6586	1539-6290	13429340
2502-8022,2406-9116	2502-8022	50812122
0719-5699,0718-7432	0719-5699	50481547
2410-891X,2077-172X	2410-891X	50808476
2311-9799,1017-8678	2311-9799	21385504
2322-3960,2322-2522	2322-3960	26853917
2613-8751,0378-7680	2613-8751	27717523
2580-1716,2086-9304	2580-1716	50810488
2393-6940,0255-4402	2393-6940	27727427
2588-0187,1028-6861	2588-0187	15766081
1547-5867,1547-5840	1547-5867	15756715
1555-1237,1555-1229	1555-1237	15761317
2375-2092,2375-2084	2375-2084	50817204
1132-192X,2340-4507	2340-4507	50497915
1678-457X,0101-2061	1678-457X	15756515
1541-0897,1050-7051	1541-0897	15765433
2235-154X,0016-898X	2235-154X	27710999
2504-2394,0020-6091	2504-2394	80926
2235-168X,0031-2959	2235-168X	27712569
2235-1663,0253-438X	2235-1663	27713210
1423-0038,0301-0147	1423-0038	15758753
1421-9816,0301-0171	1421-9816	45134122
2235-1671,0304-3568	2235-1671	27710658
1422-4992,1422-4933	1422-4992	15758810
2412-8287,2412-8260	2412-8287	50817494
2459-3885,0254-5381	2459-3885	21386124
2450-0291,1234-7655	2450-0291	15760621
2573-573X,1323-238X	2573-573X	15756155
1390-6542,1390-9363	1390-9363	50515557
2527-2675,1415-3580	2527-2675	50516586
2461-0607,2339-2886	2461-0607	50811670
2323-0134,0120-3916	2323-0134	50424806
2549-5631,1410-9344	2549-5631	50515608
2052-546X,0032-0447	2052-546X	15764420
2331-656X,1547-139X	2331-656X	15765767
2340-3659,1139-1472	2340-3659	15750600
1563-5066,0278-1077	1563-5066	15192313
1947-6302,0748-1756	1947-6302	6804201
2362-0161,1391-4588	2362-0161	27725094
1474-8185,2474-8668	2474-8668	15762956
1773-018X,1276-8707	1276-8707	3487472
2346-0253,1657-3412	2346-0253	50520847
2209-1491,1833-3516	2209-1491	27723480
2377-729X,1502-1149	2377-729X	15749147
2471-4100,0004-3389	2471-4100	15751452
1732-422X,0208-7774	0208-7774	9361536
2476-7115,2423-6330	2476-7115	27727165
2368-0261,0007-4802	2368-0261	15755660
2474-3356,0079-7308	2474-3356	7256331
1757-8450,1460-728X	1757-8450	15759921
1757-8469,1472-9342	1757-8469	7115506
2056-743X,0081-1564	2056-743X	15766800
1925-7074,1206-212X	1925-7074	15766946
1444-2892,1443-9506	1444-2892	15750094
2590-7344,2256-5000	2590-7344	50811208
2549-9343,0854-9028	2549-9343	50497443
2165-9214,2588-8099	2588-8099	50815681
2573-9476,0275-9527	2573-9476	15756397
1525-3252,0899-8280	1525-3252	26842047
2515-4842,0003-1313	2515-4842	15759498
0975-0320,0030-3887	0975-0320	15751465
2515-7949,1750-4589	2515-7949	15763824
2391-8071,1895-7595	2391-8071	50667905
2312-8135,1992-0652	2312-8135	50808148
2225-7942,1815-1094	2225-7942	15755609
2353-303X,0137-3587	2353-303X	28674084
2522-011X,1563-0854	2522-011X	15751837
1051-1431,0002-8533	0002-8533	4789755
2605-7913,0035-0974	2605-7913	27716177
2514-0582,0307-5133	2514-0582	301654
1423-0089,1019-8466	1423-0089	27709965
2476-1699,1066-3487	2476-1699	15765961
2448-9190,0002-5151	2448-9190	27714050
2190-622X,0012-1924	2190-622X	15758517
1522-1466,0363-6127	0363-6127	2610177
2031-0064,1378-2274	2031-0064	15749115
1440-1622,0004-8682	1440-1622	15751460
1938-0690,1525-7304	1938-0690	332299
2502-1826,1410-8143	2502-1826	50515622
2494-0739,1250-4165	2494-0739	47010135
2496-4514,1290-9653	2496-4514	47009615
2552-0334,1772-2101	2552-0334	47009282
2430-2880,1951-0519	2430-2880	47010050
2428-3622,2101-4736	2101-4736	47010048
2426-6272,2256-7186	2426-6272	47010068
2496-431X,2265-9811	2496-431X	47010157
2553-6133,2551-8313	2553-6133	47010263
2492-0614,0295-5024	2492-0614	15750005
1347-3352,1345-8957	1347-3352	22911494
1297-966X,1286-4560	1297-966X	15759298
1569-9285,1569-9293	1569-9285	26842415
1573-7403,1386-341X	1573-7403	26842250
1938-0666,1526-8209	1938-0666	332245
1532-771X,1534-8431	1532-771X	24039957
1579-1505,1578-7303	1579-1505	15647026
2055-0391,1598-9429	1598-9429	27726656
2195-8556,1862-5282	2195-8556	15817650
0973-0664,0972-1509	0973-0664	15754625
2571-7200,1013-7424	2571-7200	27710127
1179-1985,1120-9879	1179-1985	24031395
1179-2019,1174-5878	1179-2019	15767256
1814-2060,1571-5124	1814-2060	15734653
2005-4149,1598-9623	2005-4149	15762624
1578-1275,0212-6567	1578-1275	15757518
1540-8520,1042-2587	1540-8520	5380759
1548-923X,2194-5772	2194-5772	15753847
1573-6814,1389-9333	1573-6814	26853873
2164-3075,1472-8028	2164-3075	15766976
2211-1069,1598-2386	2211-1069	26854028
2056-7731,0005-576X	2056-7731	27715541
2234-6643,1598-2408	2234-6643	6295114
1820-7421,0352-5139	1820-7421	15752057
1848-6401,1331-5854	1848-6401	15817067
1574-3006,1473-5504	1574-3006	1935392
2162-0725,0009-4056	2162-0725	15757164
1439-1309,0034-3536	1439-1309	26842021
1861-9568,1009-637X	1009-637X	15750204
1724-6008,0393-6155	1724-6008	26839883
1438-8790,0934-8387	1438-8790	26842346
2262-3353,1142-852X	2262-3353	15750003
1542-7633,1387-5868	1542-7633	15757760
2523-9201,1017-3285	2523-9201	15752901
1573-8841,1569-1713	1573-8841	15753436
2515-9372,1035-719X	2515-9372	15755093
2204-2180,1448-8388	2204-2180	15760509
